"Domain name","CNAME name","Type","CNAME value"
"api.optileno.com","_b2ee3730cd59e396b316d310b8335b58.api.optileno.com.","CNAME","_09e1b1f1cd885ebedd19c392f9d44b09.jkddzztszm.acm-validations.aws."
